group,cat_code,cat,type,potential_points,awarded_points,building_code,building_name,leed_version,points_earned,cat_and_cat_name
EA,EAc5,Enhanced refrigerant Mgmt,cred,1,1,20,Alumni House Addition,4,1/1,EAc5 - Enhanced refrigerant Mgmt
EA,EAc6,Green power and carbon offsets,cred,2,2,20,Alumni House Addition,4,2/2,EAc6 - Green power and carbon offsets
EA,EAc7,Optimize energy performance (2024 Update),cred,20,0,20,Alumni House Addition,4,0/20,EAc7 - Optimize energy performance (2024 Update)
EA,EAc8,Optimize energy performance,cred,18,10,20,Alumni House Addition,4,10/18,EAc8 - Optimize energy performance
EA,EAp6,Energy performance metering path,prereq,0,0,20,Alumni House Addition,4,prerequisite,EAp6 - Energy performance metering path
EA,EAp7,District energy,prereq,0,0,20,Alumni House Addition,4,prerequisite,EAp7 - District energy
MR,MR,Material and Resources,cat,13,8,20,Alumni House Addition,4,8/13,MR - Material and Resources
MR,MRp1,Storage and collection of recyclables,prereq,0,0,20,Alumni House Addition,4,prerequisite,MRp1 - Storage and collection of recyclables
MR,MRp2,Construction and demolition waste Mgmt planning,prereq,0,0,20,Alumni House Addition,4,prerequisite,MRp2 - Construction and demolition waste Mgmt planning
MR,MRc1,Building life cycle impact reduction,cred,5,3,20,Alumni House Addition,4,3/5,MRc1 - Building life cycle impact reduction
MR,MRc2,Building product discolsure and optimization - environmental product d...,cred,2,1,20,Alumni House Addition,4,1/2,MRc2 - Building product discolsure and optimization - environmental product d...
MR,MRc3,Building product disclosure and optimization - sourcing of raw materials,cred,2,1,20,Alumni House Addition,4,1/2,MRc3 - Building product disclosure and optimization - sourcing of raw materials
MR,MRc4,Building product disclosure and optimization - material ingrediencts,cred,2,1,20,Alumni House Addition,4,1/2,MRc4 - Building product disclosure and optimization - material ingrediencts
MR,MRc5,Construction and demolition waste Mgmt ,cred,2,2,20,Alumni House Addition,4,2/2,MRc5 - Construction and demolition waste Mgmt 
EQ,EQ,Indoor environmental Quality,cat,16,10,20,Alumni House Addition,4,10/16,EQ - Indoor environmental Quality
EQ,EQp1,Minimum IAQ performance,prereq,0,0,20,Alumni House Addition,4,prerequisite,EQp1 - Minimum IAQ performance
EQ,EQp2,Environmental tobacco smoke control,prereq,0,0,20,Alumni House Addition,4,prerequisite,EQp2 - Environmental tobacco smoke control
EQ,EQc1,Enhanced IAQ strategies,cred,2,2,20,Alumni House Addition,4,2/2,EQc1 - Enhanced IAQ strategies
EQ,EQc2,Low-emitting materials,cred,3,2,20,Alumni House Addition,4,2/3,EQc2 - Low-emitting materials
EQ,EQc3,Construction IAQ mgmt plan,cred,1,1,20,Alumni House Addition,4,1/1,EQc3 - Construction IAQ mgmt plan
EQ,EQc4,IAQ assessment,cred,2,2,20,Alumni House Addition,4,2/2,EQc4 - IAQ assessment
EQ,EQc5,Thermal comfort,cred,1,1,20,Alumni House Addition,4,1/1,EQc5 - Thermal comfort
EQ,EQc6,Interior lighting,cred,2,1,20,Alumni House Addition,4,1/2,EQc6 - Interior lighting
EQ,EQc7,Daylight,cred,3,0,20,Alumni House Addition,4,0/3,EQc7 - Daylight
EQ,EQc8,Quality views,cred,1,1,20,Alumni House Addition,4,1/1,EQc8 - Quality views
EQ,EQc9,Acoustic performance,cred,1,0,20,Alumni House Addition,4,0/1,EQc9 - Acoustic performance
ID,ID,Innovation,cat,6,5,20,Alumni House Addition,4,5/6,ID - Innovation
ID,IDc1,Innovation,cred,5,4,20,Alumni House Addition,4,4/5,IDc1 - Innovation
ID,IDc2,LEED Accredited Professional,cred,1,1,20,Alumni House Addition,4,1/1,IDc2 - LEED Accredited Professional
RP,RP,Regional Priority Credits,cat,4,1,20,Alumni House Addition,4,1/4,RP - Regional Priority Credits
RP,MRc1,Building life cycle impact reduction,cred,1,1,20,Alumni House Addition,4,1/1,MRc1 - Building life cycle impact reduction
RP,SSc2,Site development - protect or restore habitat,cred,1,0,20,Alumni House Addition,4,0/1,SSc2 - Site development - protect or restore habitat
RP,SSc4,Rainwater Mgmt,cred,1,0,20,Alumni House Addition,4,0/1,SSc4 - Rainwater Mgmt
RP,WEc3,Outdoor water use reduction,cred,1,0,20,Alumni House Addition,4,0/1,WEc3 - Outdoor water use reduction
LT,LT,Location and Transportation,cat,20,6,20,Alumni House Addition,4,6/20,LT - Location and Transportation
LT,LTc1,LEED for Neighborhood Development location,cred,16,0,20,Alumni House Addition,4,0/16,LTc1 - LEED for Neighborhood Development location
LT,LTc2,Sensitive land protection,cred,1,1,20,Alumni House Addition,4,1/1,LTc2 - Sensitive land protection
LT,LTc3,High priority site,cred,2,0,20,Alumni House Addition,4,0/2,LTc3 - High priority site
LT,LTc4,Surrounding density and diverse uses,cred,5,2,20,Alumni House Addition,4,2/5,LTc4 - Surrounding density and diverse uses
LT,LTc5,Access to quality transit,cred,5,2,20,Alumni House Addition,4,2/5,LTc5 - Access to quality transit
LT,LTc6,Bicycle facilities,cred,1,1,20,Alumni House Addition,4,1/1,LTc6 - Bicycle facilities
LT,LTc7,Reduced parking footprint,cred,1,0,20,Alumni House Addition,4,0/1,LTc7 - Reduced parking footprint
LT,LTc8,Green vehicles,cred,1,0,20,Alumni House Addition,4,0/1,LTc8 - Green vehicles
IP,IP,Integrative process credits,cat,1,0,20,Alumni House Addition,4,0/1,IP - Integrative process credits
IP,IPc1,Integrative process credits,cred,1,0,20,Alumni House Addition,4,0/1,IPc1 - Integrative process credits
TO,TO,Total,cat,110,52,20,Alumni House Addition,4,52/110,TO - Total
